,Part Number,Vendor Code,Unit Cost,Location Code,Lead Time (days),Total Usage,Total Incidents,Description,Purchase Volume,Daily Demand,theta,r,mil,Q,Order Frequency,Order Interval,Service Level,Fill Rate,Backorder Level,Inventory Level,I Investment,Implied A/i_h,Implied C_s/i_h
147,930503636,C,2.34,50,120,1.0,1,COLLAR CLUTCH BACKUP,2.34,0.0027397260274,0.328767123288,0.0,1.0,1.0,1.0,365.0,0.719810624362,0.719810624362,0.0485777476497,0.719810624362,1.68435686101,1.17,6.01149439436
148,930506303,C,2.9,5,49,12.0,3,PIN-STACKER STOP,34.8,0.0328767123288,1.61095890411,5.0,8.0,3.0,4.0,91.25,0.993764110951,0.997367855482,0.000700945966552,5.38974204186,15.6302519214,1.0875,462.149967552
149,930509636,C,3.09,5,98,1.0,1,SHAFT-T.O.DR,3.09,0.0027397260274,0.268493150685,0.0,1.0,1.0,1.0,365.0,0.764530659303,0.764530659303,0.0330238099882,0.764530659303,2.36239973725,1.545,10.0327275316
150,930509641,B,6.61,5,84,5.0,4,SHAFT-FOLL(TOP SUCKE,33.05,0.013698630137,1.15068493151,2.0,5.0,3.0,1.66666666667,219.0,0.890001673364,0.951272574481,0.0156818966443,2.86499696514,18.9376299396,5.949,53.481823232
151,930516459,A,112.6,5,90,82.0,77,MOTOR - DC 1/4 HP 90,9233.2,0.224657534247,20.2191780822,27.0,41.0,14.0,5.85714285714,62.3170731707,0.941734850163,0.988668460818,0.0177573264729,14.2985792443,1610.02002291,134.570731707,1819.94458822
152,930519002,D,5.08,5,56,1.0,1,FINGER-DET,5.08,0.0027397260274,0.153424657534,0.0,1.0,1.0,1.0,365.0,0.857765387924,0.857765387924,0.011190045458,0.857765387924,4.35744817065,2.54,30.6356385907
153,930525479,C,29.53,5,91,1.0,1,GUARD - COVER,29.53,0.0027397260274,0.249315068493,0.0,1.0,1.0,1.0,365.0,0.779334390987,0.779334390987,0.02864945948,0.779334390987,23.0137445658,14.765,104.292393676
154,930526629,C,12.45,5,84,1.0,1,SHAFT-TENSIONER,12.45,0.0027397260274,0.230136986301,0.0,1.0,1.0,1.0,365.0,0.794424769738,0.794424769738,0.0245617560397,0.794424769738,9.89058838324,6.225,48.1117709106
155,930526690,C,27.98,5,70,1.0,1,PULLEY-ROLLER DR 3/8,27.98,0.0027397260274,0.191780821918,0.0,1.0,1.0,1.0,365.0,0.825487777493,0.825487777493,0.0172685994111,0.825487777493,23.0971480143,13.99,132.352609362
156,930527011,B,8.03,5,133,14.0,7,LEVER-DROP ROLL SHAF,112.42,0.0383561643836,5.10136986301,5.0,10.0,5.0,2.8,130.357142857,0.598179581327,0.818131218775,0.207302487732,3.10593262472,24.9406389765,7.16964285714,11.9540516481
157,930527239,C,2.13,5,49,5.0,3,HOLDER-DROP WHEEL,10.65,0.013698630137,0.671232876712,2.0,5.0,3.0,1.66666666667,219.0,0.969264542357,0.987879209669,0.00217209389793,3.33093921719,7.09490053261,1.917,67.1710666947
158,930530671,A,6.64,50,75,171.0,111,VALVE - RELIEF,1135.44,0.468493150685,35.1369863014,57.0,86.0,29.0,5.89655172414,61.9005847953,0.999747047421,0.999979642746,2.60558621134e-05,36.8630397545,244.77058397,16.3281871345,26243.3394871
159,9.30531E+11,B,19.6,11,30,8.0,7,SHAFT,156.8,0.0219178082192,0.657534246575,3.0,6.0,3.0,2.66666666667,136.875,0.99536968337,0.998236924713,0.000247473821184,4.34271322725,85.117179254,11.025,4213.3718602
160,930536627,A,3.1,50,56,70.0,19,MOUNT - CONTACT,217.0,0.191780821918,10.7397260274,23.0,35.0,12.0,5.83333333333,62.5714285714,0.999666958562,0.999953045371,3.13255927063e-05,18.7603052982,58.1569464244,3.18857142857,9305.05101582
161,930542611,C,2.57,5,91,1.0,1,STUD-IDLER SPRKT,2.57,0.0027397260274,0.249315068493,0.0,1.0,1.0,1.0,365.0,0.779334390987,0.779334390987,0.02864945948,0.779334390987,2.00288938484,1.285,9.07658150173
162,930546020,A,0.65,5,40,3308.0,210,CUP - OIL,2150.2,9.06301369863,362.520547945,1102.0,1654.0,552.0,5.99275362319,60.9068923821,0.9999,1.0,8.72421205005e-217,1015.97945205,660.386643836,29.9361547763,6499.35
163,930548140,B,5.92,5,60,12.0,6,BRKT-CAM FOLL,71.04,0.0328767123288,1.97260273973,5.0,8.0,3.0,4.0,91.25,0.984404950182,0.993062025703,0.00233993891639,5.02973719919,29.7760442192,2.22,373.687636335
164,930550121,B,4.56,5,90,26.0,12,ARM - LOWER DRE,118.56,0.0712328767123,6.41095890411,10.0,18.0,8.0,3.25,112.307692308,0.938008982085,0.985253358797,0.0122642295069,8.1013053254,36.9419522838,5.61230769231,68.9990437676
165,930550226,B,1.25,5,84,73.0,25,ADAPTOR-BALL JOINT,91.25,0.2,16.8,24.0,37.0,13.0,5.61538461538,65.0,0.963699732164,0.993194204495,0.00900361522591,14.2090036152,17.761254519,1.44691780822,33.1850076331
166,930550401,C,15.71,5,56,2.0,2,PLATE HINGE,31.42,0.00547945205479,0.306849315068,0.0,2.0,2.0,1.0,365.0,0.73576146072,0.848645410858,0.0233754562862,1.21652614122,19.1116256785,15.71,43.7438557578
167,930554203,B,4.28,5,70,7.0,4,PLATE-ADJ FEED(INS),29.96,0.0191780821918,1.34246575342,2.0,5.0,3.0,2.33333333333,156.428571429,0.847223892503,0.929223768563,0.0270766516658,2.68461089824,11.4901346445,2.75142857143,23.7348517338
168,930557148,B,4.5,5,90,42.0,17,SHAFT - PUSHER FINGE,189.0,0.115068493151,10.3561643836,17.0,28.0,11.0,3.81818181818,95.5952380952,0.980578729505,0.996472468578,0.00328839267223,12.6471240091,56.912058041,6.48214285714,227.204717828
169,930557570,B,1.84,5,49,27.0,2,PIN-CAM FOLLOWER 3/8,49.68,0.0739726027397,3.62465753425,11.0,18.0,7.0,3.85714285714,94.6296296296,0.999606891624,0.999923528293,2.68607022045e-05,11.3753693265,20.9306795607,1.66962962963,4678.80308345
170,930559175,C,2.85,50,42,2.0,1,ANGLE-REAR INS (WIDE,5.7,0.00547945205479,0.230136986301,0.0,2.0,2.0,1.0,365.0,0.794424769738,0.885838030914,0.0131874020842,1.28305041578,3.65669368498,2.85,11.0135379193
171,930559730,B,3.0,50,30,17.0,3,WASHER - FOOT,51.0,0.0465753424658,1.39726027397,7.0,12.0,5.0,3.4,107.352941176,0.999894857323,0.999975258877,4.2886353343e-06,8.60274401466,25.808232044,2.20588235294,28529.657569
172,930561105,B,2.0,5,49,5.0,4,PAD-INS GUIDE,10.0,0.013698630137,0.671232876712,2.0,5.0,3.0,1.66666666667,219.0,0.969264542357,0.987879209669,0.00217209389793,3.33093921719,6.66187843437,1.8,63.0714241265
173,9.30561E+11,B,8.36,11,30,5.0,4,BOTTLE MODIFIED,41.8,0.013698630137,0.41095890411,2.0,5.0,3.0,1.66666666667,219.0,0.991473069256,0.996848719619,0.000337127682366,3.58937822357,30.0072019491,7.524,972.063114867
174,930565370,A,5.44,5,150,304.0,126,BRUSH - MOIST,1653.76,0.832876712329,124.931506849,101.0,152.0,51.0,5.96078431373,61.2335526316,0.015692013039,0.530501573314,6.59891595828,8.66740910897,47.1507055528,23.2721052632,0.0867254477898
175,930565540,B,0.07,5,56,79.0,11,PLATE-SWITCH (ON-OFF,5.53,0.216438356164,12.1205479452,26.0,40.0,14.0,5.64285714286,64.6835443038,0.999844085873,0.999981004806,1.29559163716e-05,21.3794650107,1.49656255075,0.086835443038,448.895090386
176,930581224,C,12.0,50,35,2.0,1,SHAFT-LOWER ROLLER,24.0,0.00547945205479,0.191780821918,0.0,2.0,2.0,1.0,365.0,0.825487777493,0.904644139719,0.00916885038308,1.31738802847,15.8086563416,12.0,56.7630919349
177,930584730,C,1.97,5,49,2.0,1,PIN-CROSSHEAD,3.94,0.00547945205479,0.268493150685,0.0,2.0,2.0,1.0,365.0,0.764530659303,0.867166282059,0.0179247623956,1.24943161171,2.46138027507,1.97,6.39626965605
178,930593038,B,13.45,5,40,12.0,11,PULLEY-TMG 48XLB037,161.4,0.0328767123288,1.31506849315,5.0,8.0,3.0,4.0,91.25,0.99763958167,0.999046051433,0.00020179896019,5.68513330581,76.4650429631,5.04375,5684.6924981
179,930596577,C,1.41,5,120,104.0,2,BRNG-SEP SHAFT,146.64,0.284931506849,34.1917808219,34.0,52.0,18.0,5.77777777778,63.1730769231,0.53235426782,0.865681782762,0.454224183479,9.76244336156,13.7650451398,2.19634615385,1.60510289301
180,930597053,B,1.07,5,56,56.0,5,* BANG - BR .750 X .,59.92,0.153424657534,8.59178082192,18.0,28.0,10.0,5.6,65.1785714286,0.998537815489,0.999754310946,0.000160192488468,14.9083793706,15.9519659265,0.955357142857,730.711791029
181,930597064,B,0.04,5,77,11.0,5,GROMMET-RUBBER .375,0.44,0.0301369863014,2.32054794521,4.0,8.0,4.0,2.75,132.727272727,0.913828975029,0.967552860596,0.015594364699,4.19504641949,0.16780185678,0.0290909090909,0.42419315557
182,930598437,C,2.43,5,56,1.0,1,CONTACT ASSY,2.43,0.0027397260274,0.153424657534,0.0,1.0,1.0,1.0,365.0,0.857765387924,0.857765387924,0.011190045458,0.857765387924,2.08436989265,1.215,14.6544491684
183,930598638,B,0.49,5,63,13.0,3,SET SCREW-#10-32X1.0,6.37,0.0356164383562,2.24383561644,5.0,9.0,4.0,3.25,112.307692308,0.972945689118,0.990480210181,0.003730454937,5.2598948385,2.57734847086,0.301538461538,17.6217161748
184,930599011,B,3.82,5,70,24.0,13,SPRKT-DR 35B16 1.0,91.68,0.0657534246575,4.60273972603,10.0,16.0,6.0,4.0,91.25,0.9921912269,0.997982693335,0.00105864278481,8.89831891676,33.991578262,2.865,485.373366358
185,9.3062E+11,B,6.27,11,120,2.0,2,HAND FEED GUIDE,12.54,0.00547945205479,0.657534246575,0.0,2.0,2.0,1.0,365.0,0.518127334945,0.688470568351,0.105068482399,0.947534235823,5.94103965861,6.27,6.74173620064
186,9.3071E+11,B,2.59,11,40,4.0,3,4L290 BELT,10.36,0.0109589041096,0.438356164384,1.0,4.0,3.0,1.33333333333,273.75,0.927877781931,0.972216289001,0.00420607458837,2.5658499102,6.64555126743,2.91375,33.3212638151
187,93071006700OP,D,0.62,11,120,1.0,1,* BELT,0.62,0.0027397260274,0.328767123288,0.0,1.0,1.0,1.0,365.0,0.719810624362,0.719810624362,0.0485777476497,0.719810624362,0.446282587104,0.31,1.59278911304
188,9.3071E+11,A,8.35,11,30,60.0,26,FLAT BELT 1 1/2 30 3,501.0,0.164383561644,4.93150684932,20.0,30.0,10.0,6.0,60.8333333333,0.9999,0.99999999171,2.29089945816e-09,20.568493153,171.746917827,6.95833333333,83491.65
189,9.30821E+11,B,896.32,11,120,5.0,4,BOARD - DISCOVERY II,4481.6,0.013698630137,1.64383561644,2.0,5.0,3.0,1.66666666667,219.0,0.771970677371,0.886940463374,0.054558534562,2.41072291812,2160.77916597,806.688,3034.40254772
190,9.30821E+11,C,191.59,11,40,7.0,7,BOARD - INTELL INTER,1341.13,0.0191780821918,0.767123287671,2.0,5.0,3.0,2.33333333333,156.428571429,0.957187305505,0.982712126632,0.00357365449282,3.23645036682,620.071525779,123.165,4283.48456048
191,9.30821E+11,C,407.57,11,40,2.0,2,* CARD ASSY - FEEDER,815.14,0.00547945205479,0.219178082192,0.0,2.0,2.0,1.0,365.0,0.803178673599,0.891198254267,0.011965673258,1.29278759107,526.901438491,407.57,1663.19137252
192,930BH5664,C,22.57,33,30,2.0,1,CASTER,45.14,0.00547945205479,0.164383561644,0.0,2.0,2.0,1.0,365.0,0.84841653942,0.918149405674,0.00674123702815,1.34235767538,30.2970127334,22.57,126.324872262
193,9313412-SU,C,194.42,3,150,1.0,1,*ROLLER - MAIN,194.42,0.0027397260274,0.41095890411,0.0,1.0,1.0,1.0,365.0,0.663014178199,0.663014178199,0.0739730823085,0.663014178199,128.903216525,97.21,382.518219421
194,9320454449,C,2.2,15,30,1.0,1,BELT STACKER ROLLER,2.2,0.0027397260274,0.0821917808219,0.0,1.0,1.0,1.0,365.0,0.921095293344,0.921095293344,0.00328707416587,0.921095293344,2.02640964536,1.1,25.6817334635
195,93501582A,B,1.0,10,120,77.0,17,SYSTEMS RULER (NEW),77.0,0.21095890411,25.3150684932,25.0,39.0,14.0,5.5,66.3636363636,0.527882711307,0.846583513491,0.44486911856,7.62980062541,7.62980062541,1.27272727273,1.11811773038
196,93501725A,A,1.5,10,60,2.0,1,HAND SOAP - HEAVY DU,3.0,0.00547945205479,0.328767123288,0.0,2.0,2.0,1.0,365.0,0.719810624362,0.838135658504,0.0268080939725,1.19804097068,1.79706145603,1.5,3.85352204767
197,93600275-01,C,172.48,14,120,1.0,1,*VACCUUM PUMP,172.48,0.0027397260274,0.328767123288,0.0,1.0,1.0,1.0,365.0,0.719810624362,0.719810624362,0.0485777476497,0.719810624362,124.15293649,86.24,443.103655188
198,93600605-01,B,0.88,14,30,4.0,3,KNOB,3.52,0.0109589041096,0.328767123288,1.0,4.0,3.0,1.33333333333,273.75,0.956460692645,0.983816001721,0.00182156904528,2.67305444576,2.35228791227,0.99,19.3316214857
199,937000913,B,1.43,31,120,8.0,4,TENSION SPRING (END,11.44,0.0219178082192,2.6301369863,3.0,6.0,3.0,2.66666666667,136.875,0.729429893308,0.850424233249,0.102468042174,2.47233105587,3.5354334099,0.804375,3.85513669704
200,937002067,D,73.01,6,90,2.0,1,CARD ASSY - A/C DR.,146.02,0.00547945205479,0.493150684932,0.0,2.0,2.0,1.0,365.0,0.610699238959,0.761282612949,0.0597829173604,1.06663223243,77.8748192896,73.01,114.531374964
201,937002964,D,65.0,35,40,2.0,2,* SPRING-NOZZLE,130.0,0.00547945205479,0.219178082192,0.0,2.0,2.0,1.0,365.0,0.803178673599,0.891198254267,0.011965673258,1.29278759107,84.0311934193,65.0,265.248765154
202,937014795,C,12.21,1,150,3.0,1,SCREW,36.63,0.00821917808219,1.23287671233,1.0,3.0,2.0,1.5,243.333333333,0.650778492045,0.761529517038,0.111248419679,1.37837170735,16.8299185467,8.14,22.7534822651
203,937019789,C,3.39,1,120,7.0,2,ROD END-R H,23.73,0.0191780821918,2.30136986301,2.0,5.0,3.0,2.33333333333,156.428571429,0.595675591795,0.770277713392,0.165780819923,1.86441095691,6.32035314392,2.17928571429,4.99435654935
204,937100521,B,15.57,1,40,12.0,8,ROD END,186.84,0.0328767123288,1.31506849315,5.0,8.0,3.0,4.0,91.25,0.99763958167,0.999046051433,0.00020179896019,5.68513330581,88.5175255715,5.83875,6580.71837884
205,9.3829E+11,D,18.01,11,40,1.0,1,BOOT FLOPPY,18.01,0.0027397260274,0.109589041096,0.0,1.0,1.0,1.0,365.0,0.896202361969,0.896202361969,0.00579140306476,0.896202361969,16.1406045391,9.005,155.500691974
206,9.38295E+11,D,110.33,11,30,1.0,1,CARTRIDGE,110.33,0.0027397260274,0.0821917808219,0.0,1.0,1.0,1.0,365.0,0.921095293344,0.921095293344,0.00328707416587,0.921095293344,101.624443715,55.165,1287.93893319
207,9.38295E+11,D,110.33,11,120,1.0,1,CARTRIDGE STAR BANK,110.33,0.0027397260274,0.328767123288,0.0,1.0,1.0,1.0,365.0,0.719810624362,0.719810624362,0.0485777476497,0.719810624362,79.4167061859,55.165,283.439391679
208,9.39931E+11,C,1230.0,25,120,2.0,2,DRIVER BOARD P/H,2460.0,0.00547945205479,0.657534246575,0.0,2.0,2.0,1.0,365.0,0.518127334945,0.688470568351,0.105068482399,0.947534235823,1165.46711006,1230.0,1322.54155132
209,9.39931E+11,B,4.85,25,150,2.0,2,FILTER AIR VENT,9.7,0.00547945205479,0.821917808219,0.0,2.0,2.0,1.0,365.0,0.439587800493,0.620240321243,0.161952029709,0.84003422149,4.07416597422,4.85,3.80434407792
210,93E110187,C,30.78,5,42,1.0,1,CARD ASSY-MOTHER,30.78,0.0027397260274,0.115068493151,0.0,1.0,1.0,1.0,365.0,0.891305093522,0.891305093522,0.0063735866727,0.891305093522,27.4343707786,15.39,252.397942715
211,93E450935,C,6.34,50,42,1.0,1,ANGLE-REAR,6.34,0.0027397260274,0.115068493151,0.0,1.0,1.0,1.0,365.0,0.891305093522,0.891305093522,0.0063735866727,0.891305093522,5.65087429293,3.17,51.9884001563
212,93E7430125,B,16.15,26,30,17.0,4,STOP-SHEET,274.55,0.0465753424658,1.39726027397,7.0,12.0,5.0,3.4,107.352941176,0.999894857323,0.999975258877,4.2886353343e-06,8.60274401466,138.934315837,11.875,153584.65658
213,93E7431442,B,9.69,26,40,19.0,11,GEAR-TRANSFER,184.11,0.0520547945205,2.08219178082,7.0,13.0,6.0,3.16666666667,115.263157895,0.998590297953,0.999698986329,8.21383597051e-05,8.41789035754,81.5693575645,9.18,6864.10295427
214,93E7431516,B,14.01,26,120,10.0,8,PULLEY,140.1,0.027397260274,3.28767123288,4.0,7.0,3.0,3.33333333333,109.5,0.764834363893,0.866345109222,0.101108045606,2.81343681273,39.4162497463,6.3045,45.5650307396
215,93E8251159,B,0.2,5,105,5.0,2,PLUG-CONN(CPC)#3+#4,1.0,0.013698630137,1.43835616438,2.0,5.0,3.0,1.66666666667,219.0,0.824154104964,0.916728959221,0.034454952061,2.59609878768,0.519219757535,0.18,0.937359504233
216,93E8251652,B,11.66,5,105,4.0,4,* SENSOR ASSY - GR A,46.64,0.0109589041096,1.15068493151,1.0,4.0,3.0,1.33333333333,273.75,0.680519659646,0.84695742397,0.0644093221635,1.91372439066,22.3140263951,13.1175,24.8367684305
217,93H200027,B,3.61,17,150,3.0,2,RIBBON SPOOL GEAR,10.83,0.00821917808219,1.23287671233,1.0,3.0,2.0,1.5,243.333333333,0.650778492045,0.761529517038,0.111248419679,1.37837170735,4.97592186353,2.40666666667,6.72727854031
218,93TP50083,C,0.01,10,30,1.0,1,I.R.S. SHEET FEEDER,0.01,0.0027397260274,0.0821917808219,0.0,1.0,1.0,1.0,365.0,0.921095293344,0.921095293344,0.00328707416587,0.921095293344,0.00921095293344,0.005,0.116735152107
